id,file,w,h,want,n_ann,frac
522554,000000522554.jpg,640,480,bench,1,0.2365
525100,000000525100.jpg,640,480,"bench,person",2,0.3564
51403,000000051403.jpg,640,489,chair,2,0.1015
248031,000000248031.jpg,640,497,"chair,person",3,0.3562
109835,000000109835.jpg,640,480,clock,1,0.1418
388316,000000388316.jpg,480,640,"clock,person",5,0.0689
110613,000000110613.jpg,640,480,couch,1,0.0746
34430,000000034430.jpg,640,480,person,3,0.5501
492352,000000492352.jpg,640,480,bed,2,0.6082
479903,000000479903.jpg,480,640,"bed,person",2,0.5454
137964,000000137964.jpg,640,480,bench,2,0.2337
134100,000000134100.jpg,640,517,"bench,person",3,0.3546
136008,000000136008.jpg,640,480,chair,2,0.0935
197690,000000197690.jpg,640,486,"chair,person",4,0.3537
31024,000000031024.jpg,640,480,clock,1,0.1403
126925,000000126925.jpg,640,480,"clock,person",2,0.067
496730,000000496730.jpg,640,512,couch,2,0.0504
3514,000000003514.jpg,640,569,person,2,0.5496
174787,000000174787.jpg,480,640,bed,2,0.6067
67748,000000067748.jpg,640,480,"bed,person",2,0.5399
18485,000000018485.jpg,640,480,bench,1,0.2326
468313,000000468313.jpg,640,506,"bench,person",3,0.3544
437304,000000437304.jpg,640,480,chair,2,0.0898
97895,000000097895.jpg,482,484,"chair,person",3,0.3526
324832,000000324832.jpg,640,553,clock,1,0.1379
47295,000000047295.jpg,640,640,"clock,person",2,0.0659
277172,000000277172.jpg,480,640,couch,3,0.0327
248603,000000248603.jpg,480,640,person,1,0.544
534140,000000534140.jpg,640,480,bed,1,0.6061
483015,000000483015.jpg,640,480,"bed,person",2,0.5369
228185,000000228185.jpg,480,640,bench,2,0.2269
336546,000000336546.jpg,480,640,"bench,person",2,0.353
129339,000000129339.jpg,480,640,chair,2,0.0883
209513,000000209513.jpg,480,640,"chair,person",3,0.3498
171067,000000171067.jpg,480,640,clock,2,0.1361
281027,000000281027.jpg,612,612,"clock,person",2,0.0592
554587,000000554587.jpg,640,480,person,3,0.543
58876,000000058876.jpg,612,612,bed,1,0.6051
369338,000000369338.jpg,640,480,"bed,person",2,0.5368
99970,000000099970.jpg,640,480,bench,1,0.226
331747,000000331747.jpg,480,640,"bench,person",2,0.3523
109699,000000109699.jpg,637,640,chair,3,0.0875
475403,000000475403.jpg,481,640,"chair,person",3,0.3397
480863,000000480863.jpg,480,640,clock,1,0.1355
392201,000000392201.jpg,640,480,"clock,person",3,0.0586
238757,000000238757.jpg,640,480,person,2,0.5427
278639,000000278639.jpg,640,484,bed,1,0.6041
555577,000000555577.jpg,612,612,"bed,person",2,0.5346
556485,000000556485.jpg,640,492,bench,1,0.2247
248823,000000248823.jpg,612,612,"bench,person",2,0.35
30068,000000030068.jpg,640,480,chair,2,0.0753
104021,000000104021.jpg,480,640,"chair,person",4,0.3365
190111,000000190111.jpg,515,640,clock,1,0.1269
502324,000000502324.jpg,640,480,"clock,person",5,0.0567
190670,000000190670.jpg,640,480,person,3,0.5398
498091,000000498091.jpg,640,480,bed,1,0.5927
287190,000000287190.jpg,640,506,"bed,person",2,0.5323
500559,000000500559.jpg,640,489,bench,1,0.2153
290959,000000290959.jpg,640,498,"bench,person",3,0.3471
315467,000000315467.jpg,640,480,chair,2,0.0683
18224,000000018224.jpg,640,480,"chair,person",4,0.3343
289690,000000289690.jpg,640,640,clock,1,0.1263
436127,000000436127.jpg,640,640,"clock,person",5,0.0566
442726,000000442726.jpg,640,616,person,2,0.5387
294487,000000294487.jpg,480,640,bed,1,0.5913
93015,000000093015.jpg,640,480,"bed,person",2,0.5272
51027,000000051027.jpg,480,640,bench,2,0.2151
488206,000000488206.jpg,481,640,"bench,person",3,0.3467
219760,000000219760.jpg,640,516,chair,3,0.0677
282982,000000282982.jpg,640,487,"chair,person",4,0.3339
54961,000000054961.jpg,612,612,clock,1,0.1247
334244,000000334244.jpg,480,640,"clock,person",2,0.0554
102473,000000102473.jpg,640,522,person,4,0.5372
94038,000000094038.jpg,640,480,bed,2,0.588
140322,000000140322.jpg,640,512,"bed,person",3,0.5229
411082,000000411082.jpg,597,640,bench,1,0.2121
191945,000000191945.jpg,640,480,"bench,person",3,0.3434
102370,000000102370.jpg,640,480,chair,1,0.067
66412,000000066412.jpg,480,640,"chair,person",3,0.3321
230721,000000230721.jpg,640,480,clock,1,0.1226
423349,000000423349.jpg,480,640,"clock,person",3,0.0543
353787,000000353787.jpg,508,640,person,3,0.5324
556001,000000556001.jpg,486,640,bed,2,0.5876
14970,000000014970.jpg,612,612,"bed,person",2,0.5221
344844,000000344844.jpg,640,640,bench,2,0.2109
18450,000000018450.jpg,480,640,"bench,person",2,0.3395
99453,000000099453.jpg,640,480,chair,3,0.0666
357322,000000357322.jpg,480,640,"chair,person",3,0.331
88669,000000088669.jpg,480,640,clock,1,0.1219
524248,000000524248.jpg,612,612,"clock,person",2,0.0537
554886,000000554886.jpg,640,500,person,3,0.5323
265895,000000265895.jpg,640,480,bed,2,0.5825
300357,000000300357.jpg,480,640,"bed,person",2,0.5215
36331,000000036331.jpg,640,640,bench,1,0.2067
128963,000000128963.jpg,640,579,"bench,person",3,0.3395
458119,000000458119.jpg,640,480,chair,3,0.0653
131703,000000131703.jpg,640,480,"chair,person",3,0.324
399011,000000399011.jpg,640,480,clock,1,0.1213
327805,000000327805.jpg,640,480,"clock,person",5,0.0527
572467,000000572467.jpg,480,640,person,3,0.5305
515364,000000515364.jpg,640,481,bed,2,0.5812
232275,000000232275.jpg,480,640,"bed,person",3,0.5206
462105,000000462105.jpg,640,480,bench,2,0.2045
324904,000000324904.jpg,640,480,"bench,person",5,0.3385
74583,000000074583.jpg,640,519,chair,3,0.0642
178430,000000178430.jpg,480,640,"chair,person",2,0.3215
2931,000000002931.jpg,500,492,clock,1,0.1161
48972,000000048972.jpg,480,640,"clock,person",6,0.0506
403675,000000403675.jpg,640,563,person,3,0.5302
261504,000000261504.jpg,640,480,bed,1,0.58
364400,000000364400.jpg,480,640,"bed,person",2,0.5069
395469,000000395469.jpg,640,480,bench,1,0.2044
49478,000000049478.jpg,640,512,"bench,person",2,0.3363
561500,000000561500.jpg,640,640,chair,3,0.064
529355,000000529355.jpg,640,480,"chair,person",3,0.3199
203452,000000203452.jpg,513,640,clock,1,0.1155
273196,000000273196.jpg,612,612,"clock,person",2,0.0504
213477,000000213477.jpg,486,640,person,3,0.5291
108287,000000108287.jpg,640,480,bed,2,0.5791
196286,000000196286.jpg,480,640,"bed,person",2,0.5062
265826,000000265826.jpg,640,640,bench,1,0.2028
502288,000000502288.jpg,605,640,"bench,person",4,0.334
523594,000000523594.jpg,480,640,chair,2,0.0637
425944,000000425944.jpg,640,480,"chair,person",3,0.3168
355088,000000355088.jpg,502,640,clock,1,0.1147
208585,000000208585.jpg,480,640,"clock,person",5,0.0502
472643,000000472643.jpg,640,554,person,2,0.528
240466,000000240466.jpg,480,640,bed,2,0.5717
449379,000000449379.jpg,480,640,"bed,person",3,0.5053
318467,000000318467.jpg,640,480,bench,2,0.2021
511117,000000511117.jpg,480,640,"bench,person",3,0.3268
30611,000000030611.jpg,480,640,chair,2,0.061
512940,000000512940.jpg,640,480,"chair,person",3,0.3168
75212,000000075212.jpg,514,640,clock,1,0.1145
39359,000000039359.jpg,640,480,"clock,person",3,0.0486
86001,000000086001.jpg,640,529,person,3,0.5267
285275,000000285275.jpg,488,640,bed,1,0.5703
178504,000000178504.jpg,640,480,"bed,person",2,0.5006
380906,000000380906.jpg,640,480,bench,1,0.1982
415280,000000415280.jpg,535,640,"bench,person",3,0.3225
174679,000000174679.jpg,640,480,chair,2,0.0592
395291,000000395291.jpg,640,480,"chair,person",5,0.3163
309322,000000309322.jpg,640,480,clock,3,0.1145
456178,000000456178.jpg,480,640,"clock,person",5,0.0486
87811,000000087811.jpg,640,576,person,2,0.5263
494055,000000494055.jpg,640,480,bed,2,0.5673
421077,000000421077.jpg,640,480,"bed,person",2,0.4859
333823,000000333823.jpg,640,480,bench,2,0.1969
50878,000000050878.jpg,640,480,"bench,person",3,0.3201
178084,000000178084.jpg,640,480,chair,2,0.0586
132617,000000132617.jpg,640,480,"chair,person",3,0.3115
564708,000000564708.jpg,612,612,clock,1,0.1143
53514,000000053514.jpg,480,640,"clock,person",2,0.0479
390963,000000390963.jpg,640,480,person,2,0.5261
436508,000000436508.jpg,640,480,bed,2,0.5669
296913,000000296913.jpg,640,480,"bed,person",3,0.4856
530863,000000530863.jpg,640,480,bench,1,0.1966
560819,000000560819.jpg,640,519,"bench,person",3,0.3183
283210,000000283210.jpg,640,583,chair,2,0.0564
338207,000000338207.jpg,640,480,"chair,person",4,0.3103
76329,000000076329.jpg,480,640,clock,1,0.1136
543681,000000543681.jpg,480,640,"clock,person",2,0.0477
199487,000000199487.jpg,640,480,person,3,0.5234
116892,000000116892.jpg,640,480,bed,4,0.5591
510254,000000510254.jpg,640,640,"bed,person",2,0.4842
333106,000000333106.jpg,640,480,bench,1,0.195
311309,000000311309.jpg,640,480,"bench,person",3,0.3151
126832,000000126832.jpg,640,480,chair,2,0.0523
78466,000000078466.jpg,640,480,"chair,person",4,0.3099
200986,000000200986.jpg,488,640,clock,1,0.113
70321,000000070321.jpg,640,640,"clock,person",6,0.0471
224426,000000224426.jpg,612,612,person,2,0.5194
246470,000000246470.jpg,612,612,bed,2,0.553
573753,000000573753.jpg,640,480,"bed,person",3,0.4831
194729,000000194729.jpg,640,531,bench,4,0.1942
545253,000000545253.jpg,640,484,"bench,person",3,0.3142
227878,000000227878.jpg,500,500,chair,3,0.0523
433928,000000433928.jpg,640,501,"chair,person",3,0.3085
391305,000000391305.jpg,612,612,clock,1,0.1124
282946,000000282946.jpg,640,480,"clock,person",2,0.0464
270443,000000270443.jpg,480,640,person,2,0.5163
224224,000000224224.jpg,640,480,bed,1,0.5511
108762,000000108762.jpg,640,480,"bed,person",2,0.4758
187119,000000187119.jpg,640,480,bench,4,0.1927
564756,000000564756.jpg,640,480,"bench,person",3,0.3128
89188,000000089188.jpg,480,640,chair,2,0.0515
340622,000000340622.jpg,640,480,"chair,person",4,0.307
169273,000000169273.jpg,480,640,clock,1,0.111
6432,000000006432.jpg,491,640,"clock,person",2,0.0461
319487,000000319487.jpg,640,480,person,2,0.5159
426418,000000426418.jpg,598,640,bed,2,0.5466
414189,000000414189.jpg,640,480,"bed,person",3,0.4694
349237,000000349237.jpg,480,640,bench,1,0.1903
62392,000000062392.jpg,480,640,"bench,person",2,0.3123
39014,000000039014.jpg,640,480,chair,2,0.0503
233224,000000233224.jpg,640,502,"chair,person",4,0.3069
527407,000000527407.jpg,640,496,clock,1,0.1103
512143,000000512143.jpg,480,640,"clock,person",3,0.0447
189153,000000189153.jpg,480,640,person,2,0.5109
164957,000000164957.jpg,640,480,bed,1,0.5447
244164,000000244164.jpg,640,480,"bed,person",2,0.4682
295359,000000295359.jpg,612,612,bench,2,0.1899
519993,000000519993.jpg,640,480,"bench,person",3,0.3102
552235,000000552235.jpg,480,640,chair,1,0.0501
389743,000000389743.jpg,640,480,"chair,person",3,0.3068
44953,000000044953.jpg,640,640,clock,2,0.1091
218116,000000218116.jpg,640,480,"clock,person",5,0.0441
549423,000000549423.jpg,640,480,person,2,0.5104
18211,000000018211.jpg,640,480,bed,2,0.5349
131665,000000131665.jpg,640,480,"bed,person",2,0.4681
81591,000000081591.jpg,480,640,bench,2,0.1882
575719,000000575719.jpg,640,480,"bench,person",5,0.3096
426874,000000426874.jpg,480,640,chair,2,0.0482
504293,000000504293.jpg,493,640,"chair,person",3,0.3022
225261,000000225261.jpg,480,640,clock,1,0.109
185826,000000185826.jpg,480,640,"clock,person",2,0.0438
488500,000000488500.jpg,548,640,person,3,0.5073
78663,000000078663.jpg,640,480,bed,1,0.5314
480180,000000480180.jpg,480,640,"bed,person",2,0.4641
473340,000000473340.jpg,640,480,bench,1,0.1873
72453,000000072453.jpg,640,480,"bench,person",2,0.3094
304832,000000304832.jpg,480,640,chair,2,0.048
15394,000000015394.jpg,640,480,"chair,person",3,0.2988
295728,000000295728.jpg,512,640,clock,1,0.109
476706,000000476706.jpg,612,612,"clock,person",2,0.0425
311996,000000311996.jpg,640,636,person,3,0.5072
82457,000000082457.jpg,640,480,bed,1,0.5314
439322,000000439322.jpg,480,640,"bed,person",2,0.4584
409408,000000409408.jpg,640,485,bench,1,0.1855
9460,000000009460.jpg,640,480,"bench,person",4,0.3058
530394,000000530394.jpg,480,640,chair,2,0.0462
170865,000000170865.jpg,640,480,"chair,person",3,0.2971
218628,000000218628.jpg,612,612,clock,1,0.1086
175912,000000175912.jpg,640,480,"clock,person",4,0.0416
489440,000000489440.jpg,640,498,person,3,0.5047
51277,000000051277.jpg,612,612,bed,1,0.5259
355143,000000355143.jpg,640,480,"bed,person",2,0.4522
569249,000000569249.jpg,640,480,bench,2,0.1822
31462,000000031462.jpg,640,480,"bench,person",2,0.3012
240289,000000240289.jpg,640,480,chair,2,0.0376
175096,000000175096.jpg,601,640,"chair,person",4,0.295
369669,000000369669.jpg,640,480,clock,1,0.1085
380733,000000380733.jpg,640,480,"clock,person",2,0.0413
502582,000000502582.jpg,512,640,person,2,0.5022
59704,000000059704.jpg,640,480,bed,1,0.5253
130118,000000130118.jpg,640,512,"bed,person",2,0.4513
328433,000000328433.jpg,640,480,bench,2,0.1775
359686,000000359686.jpg,640,480,"bench,person",4,0.2996
356869,000000356869.jpg,640,480,chair,2,0.0358
441240,000000441240.jpg,640,480,"chair,person",3,0.2949
8892,000000008892.jpg,582,640,clock,1,0.1084
370911,000000370911.jpg,480,640,"clock,person",2,0.0399
277050,000000277050.jpg,640,480,person,2,0.5013
575902,000000575902.jpg,612,612,bed,2,0.5252
218114,000000218114.jpg,640,480,"bed,person",4,0.4481
510423,000000510423.jpg,640,480,bench,1,0.1758
157708,000000157708.jpg,640,496,"bench,person",4,0.2984
441083,000000441083.jpg,640,514,chair,5,0.0342
14180,000000014180.jpg,510,640,"chair,person",3,0.2892
374796,000000374796.jpg,640,509,clock,1,0.1065
216398,000000216398.jpg,640,640,"clock,person",4,0.0382
44719,000000044719.jpg,640,480,person,2,0.5003
541229,000000541229.jpg,640,480,bed,2,0.5208
314526,000000314526.jpg,640,480,"bed,person",3,0.4424
575005,000000575005.jpg,640,480,bench,2,0.1754
180463,000000180463.jpg,480,640,"bench,person",5,0.2972
302383,000000302383.jpg,640,540,chair,3,0.0324
202388,000000202388.jpg,640,640,"chair,person",4,0.2887
444500,000000444500.jpg,480,640,clock,1,0.1062
74137,000000074137.jpg,640,480,"clock,person",2,0.0378
388294,000000388294.jpg,640,480,person,2,0.5001
479292,000000479292.jpg,640,480,bed,2,0.5203
562015,000000562015.jpg,640,480,"bed,person",3,0.441
366148,000000366148.jpg,640,480,bench,2,0.1741
423455,000000423455.jpg,640,480,"bench,person",3,0.2971
142891,000000142891.jpg,640,480,chair,2,0.0303
286406,000000286406.jpg,499,640,"chair,person",3,0.2859
33499,000000033499.jpg,640,480,clock,1,0.1047
478485,000000478485.jpg,513,640,"clock,person",2,0.0378
4702,000000004702.jpg,526,640,person,2,0.4999
462353,000000462353.jpg,480,640,bed,1,0.5191
540645,000000540645.jpg,612,612,"bed,person",2,0.4377
222791,000000222791.jpg,640,640,bench,1,0.1737
399687,000000399687.jpg,640,512,"bench,person",3,0.2953
578793,000000578793.jpg,640,480,chair,2,0.0303
277326,000000277326.jpg,640,480,"chair,person",3,0.2841
483059,000000483059.jpg,480,640,clock,1,0.1027
484666,000000484666.jpg,640,640,"clock,person",3,0.037
574783,000000574783.jpg,480,640,person,2,0.4999
148301,000000148301.jpg,640,480,bed,3,0.5185
93176,000000093176.jpg,612,612,"bed,person",2,0.431
272487,000000272487.jpg,480,640,bench,1,0.1722
201969,000000201969.jpg,640,480,"bench,person",4,0.2946
468792,000000468792.jpg,640,573,"chair,person",4,0.2834
389622,000000389622.jpg,480,640,clock,1,0.1023
75266,000000075266.jpg,640,480,"clock,person",3,0.0364
392365,000000392365.jpg,640,480,person,2,0.4996
469902,000000469902.jpg,640,483,bed,2,0.512
307612,000000307612.jpg,480,640,"bed,person",2,0.4292
32289,000000032289.jpg,640,480,bench,1,0.1712
422583,000000422583.jpg,640,536,"bench,person",3,0.2941
55780,000000055780.jpg,480,640,"chair,person",3,0.283
78457,000000078457.jpg,480,640,clock,1,0.1018
506085,000000506085.jpg,640,480,"clock,person",2,0.0362
261669,000000261669.jpg,640,480,person,1,0.4986
386884,000000386884.jpg,640,480,bed,2,0.509
431494,000000431494.jpg,640,480,"bed,person",3,0.424
126822,000000126822.jpg,640,480,bench,2,0.1702
415464,000000415464.jpg,640,489,"bench,person",4,0.2901
213577,000000213577.jpg,640,480,"chair,person",4,0.2817
89259,000000089259.jpg,640,481,clock,1,0.1017
123412,000000123412.jpg,480,640,"clock,person",2,0.0361
189617,000000189617.jpg,640,480,person,2,0.4959
400313,000000400313.jpg,640,481,bed,2,0.5076
267028,000000267028.jpg,480,640,"bed,person",2,0.4191
386189,000000386189.jpg,640,480,bench,2,0.1678
519565,000000519565.jpg,640,480,"bench,person",2,0.2894
142352,000000142352.jpg,640,480,"chair,person",3,0.2812
325145,000000325145.jpg,480,640,clock,1,0.1017
21404,000000021404.jpg,480,640,"clock,person",2,0.036
171017,000000171017.jpg,640,480,person,3,0.4957
323115,000000323115.jpg,480,640,bed,1,0.505
171729,000000171729.jpg,640,480,"bed,person",2,0.4047
423513,000000423513.jpg,640,480,bench,2,0.1673
536707,000000536707.jpg,640,480,"bench,person",4,0.2889
576518,000000576518.jpg,640,480,"chair,person",5,0.2791
423990,000000423990.jpg,640,480,clock,1,0.1011
432008,000000432008.jpg,612,612,"clock,person",3,0.036
433806,000000433806.jpg,640,480,person,2,0.4954
105881,000000105881.jpg,640,480,bed,1,0.504
77355,000000077355.jpg,640,640,"bed,person",3,0.4035
30156,000000030156.jpg,640,480,bench,2,0.166
343148,000000343148.jpg,612,612,"bench,person",3,0.2873
103122,000000103122.jpg,640,480,"chair,person",4,0.2758
330391,000000330391.jpg,481,640,clock,1,0.0996
551241,000000551241.jpg,480,640,"clock,person",2,0.0358
447146,000000447146.jpg,514,640,person,2,0.4949
22759,000000022759.jpg,640,480,bed,2,0.5035
116881,000000116881.jpg,640,480,"bed,person",2,0.402
132752,000000132752.jpg,640,480,bench,2,0.1615
314082,000000314082.jpg,640,640,"bench,person",3,0.2848
191949,000000191949.jpg,640,480,"chair,person",3,0.2747
281631,000000281631.jpg,610,640,clock,1,0.099
110501,000000110501.jpg,480,640,"clock,person",4,0.0345
20509,000000020509.jpg,640,480,person,2,0.493
158345,000000158345.jpg,640,480,bed,1,0.5034
163575,000000163575.jpg,640,522,"bed,person",3,0.3994
282871,000000282871.jpg,480,640,bench,1,0.1603
267925,000000267925.jpg,640,480,"bench,person",4,0.2843
292697,000000292697.jpg,500,500,"chair,person",5,0.2746
17896,000000017896.jpg,640,512,clock,1,0.0988
44831,000000044831.jpg,480,640,"clock,person",2,0.0343
105110,000000105110.jpg,480,640,person,2,0.4926
485261,000000485261.jpg,640,480,bed,1,0.4989
244768,000000244768.jpg,640,584,"bed,person",3,0.3981
489099,000000489099.jpg,640,480,bench,1,0.1585
65209,000000065209.jpg,512,640,"bench,person",3,0.2839
86738,000000086738.jpg,493,640,"chair,person",5,0.2714
78,000000000078.jpg,612,612,clock,1,0.0983
564015,000000564015.jpg,640,480,"clock,person",3,0.0343
127522,000000127522.jpg,612,612,person,2,0.4926
168146,000000168146.jpg,480,640,bed,2,0.4965
320987,000000320987.jpg,640,480,"bed,person",2,0.3968
72810,000000072810.jpg,640,480,bench,3,0.1581
108123,000000108123.jpg,640,512,"bench,person",4,0.2827
388865,000000388865.jpg,640,480,"chair,person",4,0.2704
3084,000000003084.jpg,640,480,clock,1,0.0981
299782,000000299782.jpg,612,612,"clock,person",3,0.0342
53949,000000053949.jpg,480,640,person,2,0.4913
455257,000000455257.jpg,640,480,bed,2,0.4965
83386,000000083386.jpg,640,480,"bed,person",2,0.3952
89909,000000089909.jpg,612,612,bench,1,0.156
46630,000000046630.jpg,640,488,"bench,person",4,0.2826
274035,000000274035.jpg,480,640,"chair,person",4,0.269
220751,000000220751.jpg,480,640,clock,2,0.0969
140340,000000140340.jpg,640,480,"clock,person",2,0.0338
325907,000000325907.jpg,506,640,person,1,0.4906
33008,000000033008.jpg,640,480,bed,2,0.4963
462492,000000462492.jpg,480,640,"bed,person",2,0.3862
317054,000000317054.jpg,640,480,bench,2,0.1545
202067,000000202067.jpg,640,512,"bench,person",2,0.2817
69383,000000069383.jpg,612,612,"chair,person",3,0.2677
55460,000000055460.jpg,640,481,clock,1,0.0967
488219,000000488219.jpg,640,480,"clock,person",2,0.0335
81401,000000081401.jpg,640,482,person,2,0.4898
159121,000000159121.jpg,480,640,bed,1,0.4946
152237,000000152237.jpg,640,480,"bed,person",2,0.3815
35438,000000035438.jpg,480,640,bench,2,0.1524
407688,000000407688.jpg,640,519,"bench,person",4,0.2802
523753,000000523753.jpg,640,555,"chair,person",3,0.2651
195456,000000195456.jpg,480,640,clock,1,0.0947
9274,000000009274.jpg,480,640,"clock,person",4,0.0322
154927,000000154927.jpg,500,497,person,1,0.4865
449841,000000449841.jpg,612,612,bed,1,0.4938
131572,000000131572.jpg,640,480,"bed,person",2,0.3803
40455,000000040455.jpg,640,512,bench,2,0.1493
416596,000000416596.jpg,640,512,"bench,person",5,0.2801
350930,000000350930.jpg,640,512,"chair,person",4,0.2642
170024,000000170024.jpg,480,640,clock,1,0.0944
461802,000000461802.jpg,640,480,"clock,person",3,0.0321
333634,000000333634.jpg,639,640,person,3,0.4863
491623,000000491623.jpg,612,612,bed,2,0.4929
140092,000000140092.jpg,640,514,"bed,person",2,0.3715
192153,000000192153.jpg,640,480,bench,1,0.1492
113521,000000113521.jpg,640,480,"bench,person",5,0.2798
287374,000000287374.jpg,640,489,"chair,person",3,0.2636
577029,000000577029.jpg,509,640,clock,1,0.0944
73720,000000073720.jpg,480,640,"clock,person",2,0.0319
474667,000000474667.jpg,640,480,person,2,0.4857
419618,000000419618.jpg,640,480,bed,2,0.4887
331278,000000331278.jpg,640,480,"bed,person",2,0.3687
485785,000000485785.jpg,640,484,bench,3,0.1487
260500,000000260500.jpg,512,640,"bench,person",3,0.2791
486545,000000486545.jpg,640,480,"chair,person",4,0.2601
42551,000000042551.jpg,640,488,clock,1,0.0941
50602,000000050602.jpg,480,640,"clock,person",3,0.0317
575194,000000575194.jpg,640,521,person,2,0.4839
240637,000000240637.jpg,640,640,bed,2,0.4883
406074,000000406074.jpg,640,481,"bed,person",2,0.3661
105280,000000105280.jpg,640,484,bench,2,0.148
485179,000000485179.jpg,640,550,"bench,person",4,0.2787
167574,000000167574.jpg,640,480,"chair,person",4,0.2579
368637,000000368637.jpg,640,480,clock,1,0.0941
313449,000000313449.jpg,480,640,"clock,person",5,0.0317
427118,000000427118.jpg,640,480,person,2,0.4832
87230,000000087230.jpg,480,640,bed,1,0.4759
176008,000000176008.jpg,480,640,"bed,person",2,0.3651
52978,000000052978.jpg,500,640,bench,1,0.1474
491131,000000491131.jpg,640,480,"bench,person",2,0.2787
515214,000000515214.jpg,500,499,"chair,person",4,0.2565
14412,000000014412.jpg,612,612,clock,1,0.092
40711,000000040711.jpg,640,480,"clock,person",2,0.0306
454647,000000454647.jpg,480,640,person,2,0.4823
503411,000000503411.jpg,640,480,bed,1,0.4749
91465,000000091465.jpg,640,512,"bed,person",3,0.3527
263400,000000263400.jpg,481,640,bench,1,0.1464
203965,000000203965.jpg,640,480,"bench,person",4,0.2773
45136,000000045136.jpg,504,640,"chair,person",3,0.2556
503097,000000503097.jpg,640,640,clock,1,0.0903
212584,000000212584.jpg,640,480,person,2,0.4815
544234,000000544234.jpg,640,480,bed,1,0.4739
246016,000000246016.jpg,640,480,"bed,person",2,0.3498
18496,000000018496.jpg,640,640,bench,1,0.146
497082,000000497082.jpg,574,640,"bench,person",3,0.2728
207832,000000207832.jpg,480,640,"chair,person",3,0.2511
82327,000000082327.jpg,501,640,clock,1,0.0899
434618,000000434618.jpg,640,480,person,2,0.4813
546742,000000546742.jpg,640,480,bed,2,0.472
320015,000000320015.jpg,480,640,"bed,person",2,0.348
552685,000000552685.jpg,640,480,bench,1,0.1456
95257,000000095257.jpg,640,480,"bench,person",3,0.2726
440404,000000440404.jpg,640,480,"chair,person",2,0.2506
499398,000000499398.jpg,612,612,clock,1,0.0894
350534,000000350534.jpg,640,480,person,2,0.4801
556426,000000556426.jpg,480,640,bed,1,0.4706
293372,000000293372.jpg,640,525,"bed,person",2,0.3465
581180,000000581180.jpg,480,640,bench,1,0.142
510,000000000510.jpg,640,480,"bench,person",3,0.2724
203236,000000203236.jpg,640,480,"chair,person",3,0.2467
70067,000000070067.jpg,481,640,clock,1,0.0893
476360,000000476360.jpg,640,640,person,2,0.4776
66253,000000066253.jpg,640,480,bed,2,0.4688
310227,000000310227.jpg,640,541,"bed,person",2,0.3443
445179,000000445179.jpg,640,640,bench,1,0.1374
506258,000000506258.jpg,640,640,"bench,person",2,0.2705
450383,000000450383.jpg,480,640,"chair,person",4,0.2404
75325,000000075325.jpg,640,519,clock,1,0.0891
365035,000000365035.jpg,639,640,person,1,0.4773
473888,000000473888.jpg,640,480,bed,2,0.4635
290645,000000290645.jpg,480,640,"bed,person",2,0.3356
506007,000000506007.jpg,640,508,bench,1,0.1364
574804,000000574804.jpg,480,640,"bench,person",4,0.2702
204705,000000204705.jpg,612,612,"chair,person",3,0.238
507326,000000507326.jpg,480,640,clock,1,0.0887
145631,000000145631.jpg,550,640,person,3,0.476
57930,000000057930.jpg,612,612,bed,2,0.4624
194876,000000194876.jpg,480,640,"bed,person",2,0.3351
112867,000000112867.jpg,480,640,bench,1,0.1361
21780,000000021780.jpg,640,480,"bench,person",4,0.2701
35211,000000035211.jpg,480,640,"chair,person",6,0.2369
256154,000000256154.jpg,640,593,clock,2,0.0885
568333,000000568333.jpg,640,518,person,2,0.4759
72077,000000072077.jpg,640,480,bed,1,0.4619
14575,000000014575.jpg,640,640,"bed,person",2,0.3334
198947,000000198947.jpg,480,640,bench,5,0.1345
492129,000000492129.jpg,640,542,"bench,person",4,0.2685
191667,000000191667.jpg,640,480,"chair,person",3,0.2334
144182,000000144182.jpg,640,480,clock,2,0.0867
535325,000000535325.jpg,640,480,person,3,0.4739
82776,000000082776.jpg,612,612,bed,1,0.4544
247508,000000247508.jpg,640,480,"bed,person",2,0.331
391410,000000391410.jpg,640,480,bench,2,0.1342
193663,000000193663.jpg,512,640,"bench,person",3,0.2676
66862,000000066862.jpg,640,480,"chair,person",4,0.2331
429399,000000429399.jpg,504,640,clock,2,0.0864
311465,000000311465.jpg,640,480,person,2,0.4725
5154,000000005154.jpg,640,480,bed,1,0.4537
469727,000000469727.jpg,640,480,"bed,person",2,0.3229
254366,000000254366.jpg,640,491,bench,1,0.1334
556707,000000556707.jpg,504,640,"bench,person",3,0.2661
279083,000000279083.jpg,640,481,"chair,person",5,0.2289
313727,000000313727.jpg,640,480,clock,1,0.0863
241208,000000241208.jpg,640,480,person,4,0.4678
360672,000000360672.jpg,640,480,bed,1,0.4502
95383,000000095383.jpg,622,640,"bed,person",2,0.3134
28826,000000028826.jpg,640,480,bench,1,0.1312
321642,000000321642.jpg,640,480,"bench,person",4,0.2636
558274,000000558274.jpg,640,480,"chair,person",5,0.2285
338591,000000338591.jpg,480,640,clock,1,0.0862
46729,000000046729.jpg,640,496,person,4,0.4676
426077,000000426077.jpg,480,640,bed,1,0.4489
438691,000000438691.jpg,612,612,"bed,person",2,0.302
431164,000000431164.jpg,640,480,bench,2,0.1283
534292,000000534292.jpg,480,640,"bench,person",2,0.2635
479557,000000479557.jpg,640,480,"chair,person",3,0.2273
